trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
976,False,"{'a': 0.4, 'e': 0.5120000000000537}",25,12,-36.91749489138592,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
977,False,"{'a': 0.4, 'e': 0.5115000000000538}",20,13,8.878204762627082,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.4, 'e': 0.5110000000000539}",30,0,-65.86755015415284,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
979,False,"{'a': 0.4, 'e': 0.5105000000000539}",20,0,-45.18380758702348,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
980,False,"{'a': 0.4, 'e': 0.510000000000054}",20,6,-70.26964930874263,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
981,False,"{'a': 0.4, 'e': 0.509500000000054}",20,7,13.805850339222772,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.4, 'e': 0.5090000000000541}",30,0,-23.26235240734746,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
983,False,"{'a': 0.4, 'e': 0.5085000000000541}",35,0,-90.36390745410667,"{0: 28, 1: 1, 2: 4, 3: 0, 4: 2}",1
984,False,"{'a': 0.4, 'e': 0.5080000000000542}",20,10,2.331396653742086,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
985,False,"{'a': 0.4, 'e': 0.5075000000000542}",30,18,-6.311341565052145,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
986,False,"{'a': 0.4, 'e': 0.5070000000000543}",20,0,-48.50583982290815,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
987,False,"{'a': 0.4, 'e': 0.5065000000000544}",30,11,24.259324061535775,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
988,False,"{'a': 0.4, 'e': 0.5060000000000544}",25,15,-22.866894720582653,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
989,False,"{'a': 0.4, 'e': 0.5055000000000545}",20,13,13.15216781053709,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.4, 'e': 0.5050000000000545}",25,11,12.096442417385264,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
991,False,"{'a': 0.4, 'e': 0.5045000000000546}",20,0,-97.96561590003218,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
992,False,"{'a': 0.4, 'e': 0.5040000000000546}",20,9,-8.489888024379646,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
993,False,"{'a': 0.4, 'e': 0.5035000000000547}",20,0,-55.19916049082016,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
994,False,"{'a': 0.4, 'e': 0.5030000000000547}",25,3,-15.46611565896702,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
995,False,"{'a': 0.4, 'e': 0.5025000000000548}",20,7,20.838153849679948,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.4, 'e': 0.5020000000000548}",20,0,-47.03386868822592,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",1
997,False,"{'a': 0.4, 'e': 0.5015000000000549}",25,11,-0.8532695074585686,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
998,False,"{'a': 0.4, 'e': 0.501000000000055}",30,15,-8.991797663089283,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 0}",1
999,False,"{'a': 0.4, 'e': 0.500500000000055}",25,9,-30.1953608631153,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1000,False,"{'a': 0.4, 'e': 0.5000000000000551}",20,10,-32.31634009861497,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1001,False,"{'a': 0.4, 'e': 0.49950000000005507}",20,11,16.90251662746485,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.4, 'e': 0.49900000000005507}",25,0,-43.503483254781386,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
1003,False,"{'a': 0.4, 'e': 0.49850000000005507}",20,0,-44.427503824679086,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
1004,False,"{'a': 0.4, 'e': 0.49800000000005507}",20,0,-7.6690094792563235,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1005,False,"{'a': 0.4, 'e': 0.49750000000005506}",30,0,-77.76443653474306,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
1006,False,"{'a': 0.4, 'e': 0.49700000000005506}",20,11,13.083573898708128,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.4, 'e': 0.49650000000005506}",20,0,-6.680214329766074,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1008,False,"{'a': 0.4, 'e': 0.49600000000005506}",30,12,-6.12056856920794,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
1009,False,"{'a': 0.4, 'e': 0.49550000000005506}",20,9,10.02204155069412,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1010,False,"{'a': 0.4, 'e': 0.49500000000005506}",30,13,-9.756874838386299,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 0}",1
1011,False,"{'a': 0.4, 'e': 0.49450000000005506}",20,0,-23.095657293645274,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1012,False,"{'a': 0.4, 'e': 0.49400000000005506}",20,3,27.126028251242396,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.4, 'e': 0.49350000000005506}",20,0,-13.397407895296432,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1014,False,"{'a': 0.4, 'e': 0.49300000000005506}",25,13,-86.53499873342417,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
1015,False,"{'a': 0.4, 'e': 0.49250000000005506}",30,15,-67.93713075374076,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
1016,False,"{'a': 0.4, 'e': 0.49200000000005506}",30,5,-31.81190014675962,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",1
1017,False,"{'a': 0.4, 'e': 0.49150000000005506}",25,0,-111.27878749099935,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
1018,False,"{'a': 0.4, 'e': 0.49100000000005506}",20,13,11.26375442983312,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.4, 'e': 0.49050000000005506}",20,8,18.385787822063776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.4, 'e': 0.49000000000005506}",20,3,11.289730868635885,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1021,False,"{'a': 0.4, 'e': 0.48950000000005506}",20,12,13.715217600802049,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.4, 'e': 0.48900000000005506}",20,6,-30.05719876203339,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1023,False,"{'a': 0.4, 'e': 0.48850000000005506}",20,7,-22.01192764712125,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1024,False,"{'a': 0.4, 'e': 0.48800000000005506}",25,17,-7.012641728394272,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1025,False,"{'a': 0.4, 'e': 0.48750000000005506}",20,12,13.158677458030883,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.4, 'e': 0.48700000000005506}",20,10,-42.94179291433046,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
1027,False,"{'a': 0.4, 'e': 0.48650000000005506}",20,0,-62.01741328704588,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
1028,False,"{'a': 0.4, 'e': 0.48600000000005505}",30,17,-18.352374250326143,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
1029,False,"{'a': 0.4, 'e': 0.48550000000005505}",20,14,4.479004371744264,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.4, 'e': 0.48500000000005505}",20,6,-59.94905499101172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
1031,False,"{'a': 0.4, 'e': 0.48450000000005505}",25,7,8.869691600519161,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
1032,False,"{'a': 0.4, 'e': 0.48400000000005505}",20,14,1.6268022617399636,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1033,False,"{'a': 0.4, 'e': 0.48350000000005505}",20,9,-6.227664293399983,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1034,False,"{'a': 0.4, 'e': 0.48300000000005505}",20,0,-81.92076912534112,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
1035,False,"{'a': 0.4, 'e': 0.48250000000005505}",30,4,-87.86348653831035,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 2}",1
1036,False,"{'a': 0.4, 'e': 0.48200000000005505}",20,4,-51.61203970682565,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
1037,False,"{'a': 0.4, 'e': 0.48150000000005505}",20,7,-75.07496180853381,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 1}",1
1038,False,"{'a': 0.4, 'e': 0.48100000000005505}",30,15,-11.753926940969535,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
1039,False,"{'a': 0.4, 'e': 0.48050000000005505}",25,15,11.952121403261074,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.4, 'e': 0.48000000000005505}",30,8,4.308662713036192,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
1041,False,"{'a': 0.4, 'e': 0.47950000000005505}",25,0,-49.18561119990323,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
1042,False,"{'a': 0.4, 'e': 0.47900000000005505}",25,13,-0.07199031905713049,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1043,False,"{'a': 0.4, 'e': 0.47850000000005505}",20,2,-64.18704669235765,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 1}",1
1044,False,"{'a': 0.4, 'e': 0.47800000000005505}",25,0,-57.37584293248575,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
1045,False,"{'a': 0.4, 'e': 0.47750000000005505}",25,0,-47.66544709859721,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
1046,False,"{'a': 0.4, 'e': 0.47700000000005505}",20,2,-71.12699908715612,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
1047,False,"{'a': 0.4, 'e': 0.47650000000005505}",20,1,-23.103075506530974,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
1048,False,"{'a': 0.4, 'e': 0.47600000000005505}",20,0,14.217904069429945,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1049,False,"{'a': 0.4, 'e': 0.47550000000005505}",25,0,24.610810733089444,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1050,False,"{'a': 0.4, 'e': 0.47500000000005504}",25,9,2.018661585004672,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1051,False,"{'a': 0.4, 'e': 0.47450000000005504}",25,0,-87.06398681860063,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",1
1052,False,"{'a': 0.4, 'e': 0.47400000000005504}",25,8,3.6000295303569856,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1053,False,"{'a': 0.4, 'e': 0.47350000000005504}",30,3,-17.614672499998377,"{0: 23, 1: 2, 2: 0, 3: 2, 4: 0}",1
1054,False,"{'a': 0.4, 'e': 0.47300000000005504}",20,5,4.05793699536402,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1055,False,"{'a': 0.4, 'e': 0.47250000000005504}",30,0,-72.0943394836559,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
1056,False,"{'a': 0.4, 'e': 0.47200000000005504}",25,11,-12.317277386535606,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1057,False,"{'a': 0.4, 'e': 0.47150000000005504}",20,14,-31.257078930446045,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1058,False,"{'a': 0.4, 'e': 0.47100000000005504}",20,0,-28.20558395333037,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1059,False,"{'a': 0.4, 'e': 0.47050000000005504}",20,0,-52.967812397967606,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1060,False,"{'a': 0.4, 'e': 0.47000000000005504}",20,12,13.815300753884365,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.4, 'e': 0.46950000000005504}",35,1,-27.59948557310028,"{0: 26, 1: 4, 2: 3, 3: 1, 4: 0}",1
1062,False,"{'a': 0.4, 'e': 0.46900000000005504}",25,0,-90.22898845462603,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
1063,False,"{'a': 0.4, 'e': 0.46850000000005504}",25,0,-3.5945537610949865,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
1064,False,"{'a': 0.4, 'e': 0.46800000000005504}",35,15,-24.476670766914808,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",1
1065,False,"{'a': 0.4, 'e': 0.46750000000005504}",20,15,7.632588016054188,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.4, 'e': 0.46700000000005504}",30,2,-18.70546904636262,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 1}",1
1067,False,"{'a': 0.4, 'e': 0.46650000000005504}",25,0,-89.81132653920506,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
1068,False,"{'a': 0.4, 'e': 0.46600000000005504}",20,15,8.035912618129036,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1069,False,"{'a': 0.4, 'e': 0.46550000000005504}",25,9,-19.542314469507478,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
1070,False,"{'a': 0.4, 'e': 0.46500000000005504}",25,14,-31.857385591209695,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1071,False,"{'a': 0.4, 'e': 0.46450000000005504}",35,26,6.143540814266069,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.4, 'e': 0.46400000000005504}",30,10,-32.102391158730505,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
1073,False,"{'a': 0.4, 'e': 0.46350000000005503}",20,9,1.2392381817373161,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1074,False,"{'a': 0.4, 'e': 0.46300000000005503}",30,0,-113.35037939861074,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",1
1075,False,"{'a': 0.4, 'e': 0.46250000000005503}",30,13,8.339840379419496,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1076,False,"{'a': 0.4, 'e': 0.46200000000005503}",25,0,-55.24033710150693,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
1077,False,"{'a': 0.4, 'e': 0.46150000000005503}",35,21,14.765218326796187,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1078,False,"{'a': 0.4, 'e': 0.46100000000005503}",35,0,-42.38240112914102,"{0: 30, 1: 1, 2: 2, 3: 1, 4: 1}",0
1079,False,"{'a': 0.4, 'e': 0.46050000000005503}",30,2,-8.828524328810644,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 0}",1
1080,False,"{'a': 0.4, 'e': 0.46000000000005503}",30,20,16.866629524365226,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.4, 'e': 0.45950000000005503}",30,10,13.7977603612538,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1082,False,"{'a': 0.4, 'e': 0.45900000000005503}",25,9,-50.4328607448316,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
1083,False,"{'a': 0.4, 'e': 0.45850000000005503}",20,0,-27.035905401138486,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
1084,False,"{'a': 0.4, 'e': 0.45800000000005503}",35,23,0.5594717244547094,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
1085,False,"{'a': 0.4, 'e': 0.45750000000005503}",20,13,2.5629052108176316,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1086,False,"{'a': 0.4, 'e': 0.45700000000005503}",30,0,-53.4667045379345,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
1087,False,"{'a': 0.4, 'e': 0.45650000000005503}",20,15,11.791410309062247,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.4, 'e': 0.45600000000005503}",20,3,-18.903777270930707,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
1089,False,"{'a': 0.4, 'e': 0.455500000000055}",20,5,6.746641477237793,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1090,False,"{'a': 0.4, 'e': 0.455000000000055}",20,16,5.882962885449689,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.4, 'e': 0.454500000000055}",25,5,-29.532810644432995,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1092,False,"{'a': 0.4, 'e': 0.454000000000055}",30,13,22.291572773497933,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1093,False,"{'a': 0.4, 'e': 0.453500000000055}",30,17,-1.9868568526852388,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1094,False,"{'a': 0.4, 'e': 0.453000000000055}",20,0,6.910264445824233,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1095,False,"{'a': 0.4, 'e': 0.452500000000055}",20,0,-65.48759393565435,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
1096,False,"{'a': 0.4, 'e': 0.452000000000055}",30,8,-8.814580415201545,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
1097,False,"{'a': 0.4, 'e': 0.451500000000055}",25,7,15.89444585145586,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1098,False,"{'a': 0.4, 'e': 0.451000000000055}",25,10,-26.16992272505238,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1099,False,"{'a': 0.4, 'e': 0.450500000000055}",20,4,-69.40252950056049,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
1100,False,"{'a': 0.4, 'e': 0.450000000000055}",30,17,8.079202577519087,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1101,False,"{'a': 0.4, 'e': 0.449500000000055}",25,11,1.9010228725004954,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1102,False,"{'a': 0.4, 'e': 0.449000000000055}",25,8,-66.2124041524838,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
1103,False,"{'a': 0.4, 'e': 0.448500000000055}",35,22,-70.86784929510225,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 2}",1
1104,False,"{'a': 0.4, 'e': 0.448000000000055}",20,0,0.9487383432679719,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1105,False,"{'a': 0.4, 'e': 0.447500000000055}",30,0,-92.62698451188156,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 3}",0
1106,False,"{'a': 0.4, 'e': 0.447000000000055}",30,16,4.1431191651704165,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1107,False,"{'a': 0.4, 'e': 0.446500000000055}",35,0,-71.61871276228727,"{0: 26, 1: 2, 2: 6, 3: 0, 4: 1}",0
1108,False,"{'a': 0.4, 'e': 0.446000000000055}",25,9,-58.11491923243527,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
1109,False,"{'a': 0.4, 'e': 0.445500000000055}",20,11,17.0268008152236,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.4, 'e': 0.445000000000055}",25,17,10.272744240726396,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.4, 'e': 0.444500000000055}",20,5,5.691990844239376,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.4, 'e': 0.444000000000055}",20,0,-10.825123210548767,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1113,False,"{'a': 0.4, 'e': 0.443500000000055}",20,12,-18.769526070911834,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
1114,False,"{'a': 0.4, 'e': 0.443000000000055}",20,13,9.797521118288081,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.4, 'e': 0.442500000000055}",30,17,14.317770631097332,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1116,False,"{'a': 0.4, 'e': 0.442000000000055}",25,15,3.9953362647892483,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1117,False,"{'a': 0.4, 'e': 0.441500000000055}",20,0,-23.75296925451651,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1118,False,"{'a': 0.4, 'e': 0.441000000000055}",25,0,-27.569818088988214,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1119,False,"{'a': 0.4, 'e': 0.440500000000055}",25,12,-25.537592283366624,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
1120,False,"{'a': 0.4, 'e': 0.440000000000055}",20,4,-1.0445151708549456,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1121,False,"{'a': 0.4, 'e': 0.439500000000055}",25,10,7.483945041255995,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1122,False,"{'a': 0.4, 'e': 0.439000000000055}",20,0,-36.834300365812915,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1123,False,"{'a': 0.4, 'e': 0.438500000000055}",30,0,-28.089768210452156,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
1124,False,"{'a': 0.4, 'e': 0.438000000000055}",30,19,16.705002667026033,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.4, 'e': 0.437500000000055}",25,8,-38.82236066446214,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
1126,False,"{'a': 0.4, 'e': 0.437000000000055}",35,10,4.224317892535092,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
1127,False,"{'a': 0.4, 'e': 0.436500000000055}",20,0,-57.38281223291916,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
1128,False,"{'a': 0.4, 'e': 0.436000000000055}",20,7,9.48670686253552,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.4, 'e': 0.435500000000055}",25,14,20.305875832822394,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.4, 'e': 0.435000000000055}",20,13,10.472808787376106,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.4, 'e': 0.434500000000055}",25,11,7.725852309115583,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1132,False,"{'a': 0.4, 'e': 0.434000000000055}",25,16,-37.26321599062349,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1133,False,"{'a': 0.4, 'e': 0.433500000000055}",20,11,-42.75604811799558,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
1134,False,"{'a': 0.4, 'e': 0.433000000000055}",30,15,-16.055189709395997,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
1135,False,"{'a': 0.4, 'e': 0.432500000000055}",30,16,-10.539266748544692,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1136,False,"{'a': 0.4, 'e': 0.432000000000055}",25,17,-5.4926058550910115,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1137,False,"{'a': 0.4, 'e': 0.431500000000055}",30,0,-36.37912879729952,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
1138,False,"{'a': 0.4, 'e': 0.431000000000055}",35,12,-57.88700540729737,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 2}",1
1139,False,"{'a': 0.4, 'e': 0.430500000000055}",20,8,8.286743628417094,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1140,False,"{'a': 0.4, 'e': 0.430000000000055}",25,8,-30.27646161233315,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
1141,False,"{'a': 0.4, 'e': 0.429500000000055}",30,0,-81.53318413915592,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
1142,False,"{'a': 0.4, 'e': 0.429000000000055}",20,1,5.575765073217954,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1143,False,"{'a': 0.4, 'e': 0.428500000000055}",20,0,-61.14591979775152,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",1
1144,False,"{'a': 0.4, 'e': 0.428000000000055}",25,10,-28.688800533652238,"{0: 10, 1: 3, 2: 1, 3: 1, 4: 0}",1
1145,False,"{'a': 0.4, 'e': 0.427500000000055}",20,6,-74.24141669349463,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 1}",1
1146,False,"{'a': 0.4, 'e': 0.427000000000055}",20,7,-31.741747083378854,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
1147,False,"{'a': 0.4, 'e': 0.426500000000055}",20,0,-23.92629574058957,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
1148,False,"{'a': 0.4, 'e': 0.426000000000055}",20,12,13.8436682486033,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.4, 'e': 0.425500000000055}",20,0,26.177975167163776,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1150,False,"{'a': 0.4, 'e': 0.425000000000055}",30,15,-17.83087271454142,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
1151,False,"{'a': 0.4, 'e': 0.424500000000055}",30,1,-46.90930109448059,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 1}",1
1152,False,"{'a': 0.4, 'e': 0.424000000000055}",20,0,-69.07399534748879,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
1153,False,"{'a': 0.4, 'e': 0.423500000000055}",20,14,13.439405762483474,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.4, 'e': 0.423000000000055}",25,10,-23.060717458120614,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
1155,False,"{'a': 0.4, 'e': 0.422500000000055}",30,13,-68.11842897861284,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
1156,False,"{'a': 0.4, 'e': 0.422000000000055}",25,1,-124.5816695892614,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 3}",1
1157,False,"{'a': 0.4, 'e': 0.421500000000055}",30,19,-1.216028750586568,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1158,False,"{'a': 0.4, 'e': 0.421000000000055}",20,2,10.806389171898656,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
